algo,stream_id,step,prefix_len,true_F0,estimate_N
baseline,3,10,110001,44450,43238.2
baseline,3,11,120001,45448,44202.4
baseline,3,12,130001,46296,44944.7
baseline,3,13,140001,47003,45507.4
baseline,3,14,150001,47585,46078.9
baseline,3,15,160001,48035,46488.9
baseline,3,16,170001,48389,46764.2
baseline,3,17,180001,48704,47024
baseline,3,18,190001,48917,47216.4
baseline,3,19,200000,49119,47451.4
baseline,4,0,10001,9094,8797.24
baseline,4,1,20001,16467,15945.1
baseline,4,2,30001,22519,21810.4
baseline,4,3,40001,27516,26778.1
baseline,4,4,50001,31611,30697.6
baseline,4,5,60001,35011,34141.7
baseline,4,6,70001,37695,36469
baseline,4,7,80001,39873,38676.6
baseline,4,8,90001,41694,41638.3
baseline,4,9,100001,43165,42986.4
baseline,4,10,110001,44443,44084.1
baseline,4,11,120001,45418,44923.3
baseline,4,12,130001,46249,45716.1
baseline,4,13,140001,46946,46331.8
baseline,4,14,150001,47514,46969.3
baseline,4,15,160001,47963,47375.2
baseline,4,16,170001,48342,47731.5
baseline,4,17,180001,48660,48047.2
baseline,4,18,190001,48899,48190.2
baseline,4,19,200000,49094,48327.4
baseline,5,0,10001,9013,8684.72
baseline,5,1,20001,16437,15850.1
baseline,5,2,30001,22471,21458.3
baseline,5,3,40001,27436,26378
baseline,5,4,50001,31478,30458.4
baseline,5,5,60001,34761,33643.2
baseline,5,6,70001,37580,36138.9
baseline,5,7,80001,39907,38289.1
baseline,5,8,90001,41696,41427.8
baseline,5,9,100001,43200,42766.4
baseline,5,10,110001,44461,43876.6
baseline,5,11,120001,45436,44700.8
baseline,5,12,130001,46288,45470.4
baseline,5,13,140001,46953,46040.2
baseline,5,14,150001,47469,46532.1
baseline,5,15,160001,47947,46907.8
baseline,5,16,170001,48359,47312.9
baseline,5,17,180001,48651,47620.7
baseline,5,18,190001,48890,47832.3
baseline,5,19,200000,49113,48080.6
baseline,6,0,10001,9026,8737.47
baseline,6,1,20001,16447,15842.2
baseline,6,2,30001,22494,21499.1
baseline,6,3,40001,27477,26238.6
baseline,6,4,50001,31498,30216.4
baseline,6,5,60001,34842,33457.2
baseline,6,6,70001,37633,36120.8
baseline,6,7,80001,39826,38341
baseline,6,8,90001,41677,41141.6
baseline,6,9,100001,43150,42582.2
baseline,6,10,110001,44420,43782.4
baseline,6,11,120001,45395,44669
baseline,6,12,130001,46238,45444.8
baseline,6,13,140001,46916,46100.3
baseline,6,14,150001,47466,46596.8
baseline,6,15,160001,47918,47066
baseline,6,16,170001,48300,47477.7
baseline,6,17,180001,48601,47762.2
baseline,6,18,190001,48870,47994.3
baseline,6,19,200000,49092,48218.7
baseline,7,0,10001,9048,8728.95
baseline,7,1,20001,16490,16045.9
baseline,7,2,30001,22591,22146.9
baseline,7,3,40001,27560,26927.4
baseline,7,4,50001,31702,31093.1
baseline,7,5,60001,35005,34327.6
baseline,7,6,70001,37730,37053.5
baseline,7,7,80001,39999,39270.1
baseline,7,8,90001,41837,41673.3
baseline,7,9,100001,43263,42924.8
baseline,7,10,110001,44459,43982.7
baseline,7,11,120001,45466,44842.8
baseline,7,12,130001,46338,45599.8
baseline,7,13,140001,46968,46065.3
baseline,7,14,150001,47504,46515.1
baseline,7,15,160001,47962,46863.6
baseline,7,16,170001,48334,47218.7
baseline,7,17,180001,48641,47463.7
baseline,7,18,190001,48902,47719.1
baseline,7,19,200000,49102,47872.5
baseline,8,0,10001,9050,8945.03
baseline,8,1,20001,16368,15955.6
baseline,8,2,30001,22451,22042.9
baseline,8,3,40001,27421,26788.4
baseline,8,4,50001,31582,30626.2
baseline,8,5,60001,34971,33886.6
baseline,8,6,70001,37727,36636.6
baseline,8,7,80001,39987,38634.3
baseline,8,8,90001,41767,41359.4
baseline,8,9,100001,43248,42519.7
baseline,8,10,110001,44486,43622.9
baseline,8,11,120001,45468,44520.2
baseline,8,12,130001,46318,45198
baseline,8,13,140001,46987,45758.6
baseline,8,14,150001,47517,46232.6
baseline,8,15,160001,47971,46629.2
baseline,8,16,170001,48321,46935.9
baseline,8,17,180001,48616,47201.3
baseline,8,18,190001,48862,47373.1
baseline,8,19,200000,49071,47503.4
baseline,9,0,10001,9078,8883
baseline,9,1,20001,16473,15921.2
baseline,9,2,30001,22533,21928.2
baseline,9,3,40001,27552,26675.9
baseline,9,4,50001,31578,30606.7
baseline,9,5,60001,34821,33666.6
baseline,9,6,70001,37541,36129.8
baseline,9,7,80001,39815,38001.9
baseline,9,8,90001,41677,41019.5
baseline,9,9,100001,43210,42363.6
baseline,9,10,110001,44444,43416.6
baseline,9,11,120001,45421,44272.1
baseline,9,12,130001,46268,45055.3
baseline,9,13,140001,46938,45615.6
baseline,9,14,150001,47516,46163.9
baseline,9,15,160001,47972,46499.6
baseline,9,16,170001,48319,46803.7
baseline,9,17,180001,48602,47078.9
baseline,9,18,190001,48835,47309.6
baseline,9,19,200000,49040,47480
baseline,10,0,10001,9044,8850.36
baseline,10,1,20001,16503,15884.3
baseline,10,2,30001,22583,21667.2
baseline,10,3,40001,27617,26518.7
baseline,10,4,50001,31595,30464.9
baseline,10,5,60001,34973,33760.5
baseline,10,6,70001,37695,36257.3
baseline,10,7,80001,39980,38487
baseline,10,8,90001,41772,41267.5
baseline,10,9,100001,43225,42377.1
baseline,10,10,110001,44473,43481.6
baseline,10,11,120001,45485,44481.7
baseline,10,12,130001,46316,45221.5
baseline,10,13,140001,46989,45789.6
baseline,10,14,150001,47579,46263.4
baseline,10,15,160001,48036,46715.3
baseline,10,16,170001,48387,47013.8
baseline,10,17,180001,48712,47347.5
baseline,10,18,190001,48934,47532.2
baseline,10,19,200000,49144,47726.5
baseline,11,0,10001,9057,8848.64
baseline,11,1,20001,16454,16104.6
baseline,11,2,30001,22518,21951
baseline,11,3,40001,27502,26865.5
baseline,11,4,50001,31611,30993.3
baseline,11,5,60001,34950,34165.9
baseline,11,6,70001,37622,36664.7
baseline,11,7,80001,39839,38761.6
baseline,11,8,90001,41695,41287
baseline,11,9,100001,43192,42497.4
baseline,11,10,110001,44425,43592.3
baseline,11,11,120001,45439,44523.9
baseline,11,12,130001,46241,45216.2
baseline,11,13,140001,46946,45774
baseline,11,14,150001,47527,46325
baseline,11,15,160001,48001,46778.5
baseline,11,16,170001,48368,47072.5
baseline,11,17,180001,48671,47324.9
baseline,11,18,190001,48922,47478
baseline,11,19,200000,49112,47617
baseline,12,0,10001,9048,8807.51
baseline,12,1,20001,16518,15987.4
baseline,12,2,30001,22606,21863.5
baseline,12,3,40001,27521,26625
baseline,12,4,50001,31563,30356.1
baseline,12,5,60001,34882,33612
baseline,12,6,70001,37607,36111.7
baseline,12,7,80001,39809,38487
baseline,12,8,90001,41624,40984.2
baseline,12,9,100001,43088,42309.9
baseline,12,10,110001,44328,43436.2
baseline,12,11,120001,45334,44395.7
baseline,12,12,130001,46200,45179.3
baseline,12,13,140001,46888,45762.6
baseline,12,14,150001,47447,46185.9
baseline,12,15,160001,47954,46533.7
baseline,12,16,170001,48319,46889.7
baseline,12,17,180001,48622,47149.1
baseline,12,18,190001,48919,47397.7
baseline,12,19,200000,49122,47597.4
baseline,13,0,10001,9046,8800.66
baseline,13,1,20001,16352,15894.8
baseline,13,2,30001,22471,21954.9
baseline,13,3,40001,27457,26932.6
baseline,13,4,50001,31522,30639.1
baseline,13,5,60001,34877,33839.2
baseline,13,6,70001,37682,36496.8
baseline,13,7,80001,39927,38602.6
baseline,13,8,90001,41728,41004.8
baseline,13,9,100001,43221,42204.4
baseline,13,10,110001,44397,43227.8
baseline,13,11,120001,45388,44162.6
baseline,13,12,130001,46227,44897.4
baseline,13,13,140001,46905,45512.9
baseline,13,14,150001,47471,45976.4
baseline,13,15,160001,47928,46423.6
baseline,13,16,170001,48296,46745.7
baseline,13,17,180001,48608,46994.8
baseline,13,18,190001,48881,47223.1
baseline,13,19,200000,49084,47492.4
baseline,14,0,10001,9071,8891.6
baseline,14,1,20001,16552,16182.3
baseline,14,2,30001,22586,22116.1
baseline,14,3,40001,27530,26979.3
baseline,14,4,50001,31617,30835
baseline,14,5,60001,34955,33958
baseline,14,6,70001,37719,36552.6
baseline,14,7,80001,40023,38592.1
baseline,14,8,90001,41805,41530.4
baseline,14,9,100001,43300,42792.8
baseline,14,10,110001,44511,43976.7
baseline,14,11,120001,45518,44789
baseline,14,12,130001,46270,45519.7
baseline,14,13,140001,46946,46117.4
baseline,14,14,150001,47545,46670.4
baseline,14,15,160001,47965,47073
baseline,14,16,170001,48345,47506.4
baseline,14,17,180001,48648,47832.3
baseline,14,18,190001,48919,48098
baseline,14,19,200000,49125,48215.1
baseline,15,0,10001,9073,8773.31
baseline,15,1,20001,16477,15990.1
baseline,15,2,30001,22531,21768.8
baseline,15,3,40001,27439,26604.7
baseline,15,4,50001,31479,30439.2
baseline,15,5,60001,34732,33511.2
baseline,15,6,70001,37491,36257.3
baseline,15,7,80001,39748,38403.4
baseline,15,8,90001,41555,41078
baseline,15,9,100001,43093,42331.2
baseline,15,10,110001,44354,43506.4
baseline,15,11,120001,45406,44510.2
baseline,15,12,130001,46256,45208.9
baseline,15,13,140001,46932,45854
baseline,15,14,150001,47513,46338.8
baseline,15,15,160001,47983,46732.4
baseline,15,16,170001,48368,47058.7
baseline,15,17,180001,48653,47354.3
baseline,15,18,190001,48897,47550.9
baseline,15,19,200000,49118,47755.3
baseline,16,0,10001,9040,8749.41
baseline,16,1,20001,16374,15742.5
baseline,16,2,30001,22378,21462
baseline,16,3,40001,27349,26363
baseline,16,4,50001,31384,30273.4
baseline,16,5,60001,34728,33434.1
baseline,16,6,70001,37525,36111.7
baseline,16,7,80001,39785,38424.2
baseline,16,8,90001,41700,41367.1
baseline,16,9,100001,43238,42690.3
baseline,16,10,110001,44497,43799
baseline,16,11,120001,45552,44774.8
baseline,16,12,130001,46340,45485.8
baseline,16,13,140001,47000,46076.8
baseline,16,14,150001,47531,46576.9
baseline,16,15,160001,47968,46991.6
baseline,16,16,170001,48362,47348.8
baseline,16,17,180001,48647,47630.5
baseline,16,18,190001,48869,47840
baseline,16,19,200000,49099,48055.3
baseline,17,0,10001,9089,8917.43
baseline,17,1,20001,16564,15976.8
baseline,17,2,30001,22577,21749.9
baseline,17,3,40001,27547,26711.6
baseline,17,4,50001,31705,30613.2
baseline,17,5,60001,35068,33894.5
baseline,17,6,70001,37750,36129.8
baseline,17,7,80001,40002,38227.2
baseline,17,8,90001,41781,41182.1
baseline,17,9,100001,43255,42485.2
baseline,17,10,110001,44460,43601
baseline,17,11,120001,45473,44509.3
baseline,17,12,130001,46296,45279
baseline,17,13,140001,46979,45800.1
baseline,17,14,150001,47526,46346.7
baseline,17,15,160001,47988,46797
baseline,17,16,170001,48338,47035.5
baseline,17,17,180001,48637,47232.3
baseline,17,18,190001,48895,47484
baseline,17,19,200000,49101,47617.9
baseline,18,0,10001,9066,8831.49
baseline,18,1,20001,16440,15881.7
baseline,18,2,30001,22463,21719.8
baseline,18,3,40001,27522,26348
baseline,18,4,50001,31562,30021.5
baseline,18,5,60001,34815,33076.3
baseline,18,6,70001,37497,35859.9
baseline,18,7,80001,39737,38134.6
baseline,18,8,90001,41592,41025.1
baseline,18,9,100001,43121,42410
baseline,18,10,110001,44377,43574.3
baseline,18,11,120001,45415,44441
baseline,18,12,130001,46254,45163.7
baseline,18,13,140001,46911,45699.9
baseline,18,14,150001,47466,46203.2
baseline,18,15,160001,47911,46591
baseline,18,16,170001,48277,46860.5
baseline,18,17,180001,48603,47206.4
baseline,18,18,190001,48868,47435.4
baseline,18,19,200000,49084,47628.2
baseline,19,0,10001,9030,8759.65
baseline,19,1,20001,16475,15894.8
baseline,19,2,30001,22501,21905.3
baseline,19,3,40001,27466,26645.3
baseline,19,4,50001,31502,30632.6
baseline,19,5,60001,34884,34013.7
baseline,19,6,70001,37612,36580.5
baseline,19,7,80001,39947,38602.6
baseline,19,8,90001,41770,41583.9
baseline,19,9,100001,43247,42915.8
baseline,19,10,110001,44482,44037.2
baseline,19,11,120001,45511,44921.5
baseline,19,12,130001,46331,45667.9
baseline,19,13,140001,47010,46384.9
baseline,19,14,150001,47564,46910.2
baseline,19,15,160001,48006,47375.5
baseline,19,16,170001,48358,47741.7
baseline,19,17,180001,48647,47983.4
baseline,19,18,190001,48895,48194
baseline,19,19,200000,49090,48309.8
baseline,20,0,10001,9071,8761.35
baseline,20,1,20001,16505,15831.6
baseline,20,2,30001,22591,21776.3
baseline,20,3,40001,27677,26752.5
baseline,20,4,50001,31706,30542.1
baseline,20,5,60001,35004,33878.7
baseline,20,6,70001,37714,36739.8
baseline,20,7,80001,39993,39084.4
baseline,20,8,90001,41800,41608.9
baseline,20,9,100001,43297,42841.6
baseline,20,10,110001,44479,43880.7
baseline,20,11,120001,45473,44795.8
baseline,20,12,130001,46307,45524.6
baseline,20,13,140001,46977,46150.8
baseline,20,14,150001,47503,46670.5
baseline,20,15,160001,47997,47053.8
baseline,20,16,170001,48374,47361.4
baseline,20,17,180001,48648,47589.1
baseline,20,18,190001,48909,47809.3
baseline,20,19,200000,49098,47960.3
baseline,21,0,10001,9035,8671.13
baseline,21,1,20001,16528,15784.4
baseline,21,2,30001,22546,21410.2
baseline,21,3,40001,27516,26263.4
baseline,21,4,50001,31578,30021.5
baseline,21,5,60001,34856,33061.2
baseline,21,6,70001,37627,35576.8
baseline,21,7,80001,39895,37659.7
baseline,21,8,90001,41698,39491.4
baseline,21,9,100001,43192,42100.4
baseline,21,10,110001,44428,43204.7
baseline,21,11,120001,45478,44103.6
baseline,21,12,130001,46289,44779
baseline,21,13,140001,46926,45339.9
baseline,21,14,150001,47495,45823.1
baseline,21,15,160001,47951,46277.6
baseline,21,16,170001,48316,46642.7
baseline,21,17,180001,48589,46887.4
baseline,21,18,190001,48851,47129.9
baseline,21,19,200000,49055,47300
baseline,22,0,10001,9107,8865.81
baseline,22,1,20001,16524,16206.5
baseline,22,2,30001,22574,22150.8
baseline,22,3,40001,27612,26865.5
baseline,22,4,50001,31685,30691.1
baseline,22,5,60001,35044,34013.7
baseline,22,6,70001,37707,36469
baseline,22,7,80001,39943,38644.9
baseline,22,8,90001,41765,41435
baseline,22,9,100001,43257,42747.4
baseline,22,10,110001,44501,43841.4
baseline,22,11,120001,45478,44711.9
baseline,22,12,130001,46305,45495.6
baseline,22,13,140001,46982,46054.8
baseline,22,14,150001,47533,46535.3
baseline,22,15,160001,48014,47002.8
baseline,22,16,170001,48366,47273.2
baseline,22,17,180001,48670,47558.2
baseline,22,18,190001,48894,47735.9
baseline,22,19,200000,49095,47973.1
baseline,23,0,10001,9066,8829.78
baseline,23,1,20001,16499,15908
baseline,23,2,30001,22552,21708.5
baseline,23,3,40001,27497,26513.7
baseline,23,4,50001,31563,30286.1
baseline,23,5,60001,34900,33542.2
baseline,23,6,70001,37637,36257.3
baseline,23,7,80001,39886,38268.5
baseline,23,8,90001,41703,40992.8
baseline,23,9,100001,43244,42488.6
baseline,23,10,110001,44529,43544
baseline,23,11,120001,45523,44369.7
baseline,23,12,130001,46308,45023.9
baseline,23,13,140001,46986,45697.8
baseline,23,14,150001,47529,46192.3
baseline,23,15,160001,48001,46606
baseline,23,16,170001,48358,47017.6
baseline,23,17,180001,48653,47275.7
baseline,23,18,190001,48898,47490.7
baseline,23,19,200000,49109,47668.8
baseline,24,0,10001,9070,8800.66
baseline,24,1,20001,16507,16072.6
baseline,24,2,30001,22531,21878.7
baseline,24,3,40001,27500,26564.2
baseline,24,4,50001,31534,30362.5
baseline,24,5,60001,34853,33464.9
baseline,24,6,70001,37585,36220.8
baseline,24,7,80001,39893,38550
baseline,24,8,90001,41732,41297.8
baseline,24,9,100001,43243,42545.6
baseline,24,10,110001,44470,43631.4
baseline,24,11,120001,45514,44576.8
baseline,24,12,130001,46332,45247.4
baseline,24,13,140001,46983,45842
baseline,24,14,150001,47538,46322.8
baseline,24,15,160001,47995,46786.4
baseline,24,16,170001,48363,47106
baseline,24,17,180001,48654,47384.1
baseline,24,18,190001,48868,47665.4
baseline,24,19,200000,49064,47828.4
baseline,25,0,10001,9108,8855.51
baseline,25,1,20001,16512,15968.9
baseline,25,2,30001,22613,21588.5
baseline,25,3,40001,27567,26353
baseline,25,4,50001,31674,30343.3
baseline,25,5,60001,34978,33449.5
baseline,25,6,70001,37704,35868.8
baseline,25,7,80001,39877,37920.7
baseline,25,8,90001,41713,39772.2
baseline,25,9,100001,43183,42219.1
baseline,25,10,110001,44417,43228.5
baseline,25,11,120001,45471,44207.3
baseline,25,12,130001,46300,44926.5
baseline,25,13,140001,46974,45488.4
baseline,25,14,150001,47511,45934.9
baseline,25,15,160001,47964,46342.6
baseline,25,16,170001,48328,46764.4
baseline,25,17,180001,48615,47060.1
baseline,25,18,190001,48868,47319.6
baseline,25,19,200000,49085,47570.8
baseline,26,0,10001,9084,8864.1
baseline,26,1,20001,16475,15921.2
baseline,26,2,30001,22553,21611
baseline,26,3,40001,27596,26681
baseline,26,4,50001,31705,30432.8
baseline,26,5,60001,35001,33549.9
baseline,26,6,70001,37630,36093.6
baseline,26,7,80001,39841,38196.3
baseline,26,8,90001,41622,39908.8
baseline,26,9,100001,43164,42069.8
baseline,26,10,110001,44410,43126.4
baseline,26,11,120001,45421,43969.8
baseline,26,12,130001,46202,44606.3
baseline,26,13,140001,46918,45346.9
baseline,26,14,150001,47471,45873.2
baseline,26,15,160001,47949,46295.2
baseline,26,16,170001,48321,46580.9
baseline,26,17,180001,48631,46811.4
baseline,26,18,190001,48869,47058
baseline,26,19,200000,49062,47242.8
baseline,27,0,10001,9047,8727.25
baseline,27,1,20001,16534,15831.6
baseline,27,2,30001,22592,21611
baseline,27,3,40001,27583,26243.5
baseline,27,4,50001,31635,30420
baseline,27,5,60001,35022,33549.9
baseline,27,6,70001,37712,36202.6
baseline,27,7,80001,39993,38445.1
baseline,27,8,90001,41766,41239.9
baseline,27,9,100001,43208,42535.7
baseline,27,10,110001,44416,43612.5
baseline,27,11,120001,45403,44484.4
baseline,27,12,130001,46232,45234.6
baseline,27,13,140001,46921,45821.3
baseline,27,14,150001,47467,46386.5
baseline,27,15,160001,47885,46758
baseline,27,16,170001,48284,47231.4
baseline,27,17,180001,48589,47595.8
baseline,27,18,190001,48841,47776.6
baseline,27,19,200000,49043,47950.3
baseline,28,0,10001,9066,8798.95
baseline,28,1,20001,16474,15889.6
baseline,28,2,30001,22509,21731.1
baseline,28,3,40001,27517,26798.6
baseline,28,4,50001,31580,30580.8
baseline,28,5,60001,34900,33989.8
baseline,28,6,70001,37579,36432
baseline,28,7,80001,39839,38719.1
baseline,28,8,90001,41687,41375.5
baseline,28,9,100001,43184,42737.6
baseline,28,10,110001,44337,43739.1
baseline,28,11,120001,45369,44781.2
baseline,28,12,130001,46193,45506.3
baseline,28,13,140001,46907,46106.7
baseline,28,14,150001,47451,46603.3
baseline,28,15,160001,47905,47040.3
baseline,28,16,170001,48301,47401.8
baseline,28,17,180001,48617,47702.5
baseline,28,18,190001,48857,47906.6
baseline,28,19,200000,49048,48066.9
baseline,29,0,10001,9044,8790.4
baseline,29,1,20001,16442,15871.1
baseline,29,2,30001,22530,21618.4
baseline,29,3,40001,27478,26263.4
baseline,29,4,50001,31560,30286.1
baseline,29,5,60001,34988,33744.8
baseline,29,6,70001,37686,36138.9
baseline,29,7,80001,39935,38289.1
baseline,29,8,90001,41780,41562.7
baseline,29,9,100001,43246,42843.3
baseline,29,10,110001,44401,43888.2
baseline,29,11,120001,45414,44806.2
baseline,29,12,130001,46211,45591.2
baseline,29,13,140001,46915,46286.8
baseline,29,14,150001,47483,46811.9
baseline,29,15,160001,47936,47236.5
baseline,29,16,170001,48326,47500.8
baseline,29,17,180001,48623,47777.8
baseline,29,18,190001,48869,47993.5
baseline,29,19,200000,49053,48155
